numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.32%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.64%
3; RAJOELINA Andry Nirina;TGV;262;83.71%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;20;6.39%
6; PARAINA Auguste Richard;TT;1;0.32%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;0.96%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11; RADERANIRINA Sendrison Daniela;Fy-M;4;1.28%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;0.64%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;5.75%
