numero;nom;partie;nombre;pourcentage
Blancs: 2 soit: 3.03% Nuls:1 soit: 1.52%;1; RAZAFINJOELINA Tahina;FTT
1 1.59%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
9 14.29%;3; RAJOELINA Andry Nirina;TGV
32 50.79%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
12 19.05%;6; PARAINA Auguste Richard;TT
1 1.59%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 1.59%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 3.17%;11; RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
5 7.94%;
