numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.68%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.68%
3; RAJOELINA Andry Nirina;TGV;105;71.92%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;22;15.07%
6; PARAINA Auguste Richard;TT;1;0.68%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;4;2.74%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.37%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.37%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;8;5.48%
